#gene	symbol	name
101929786	LOC101929786	uncharacterized LOC101929786
101929787	LOC101929787	uncharacterized LOC101929787
101929788	LOC101929788	uncharacterized LOC101929788
101929789	LOC101929789	taste receptor type 2 member 64-like
101929790	LOC101929790	uncharacterized LOC101929790
101929791	LOC101929791	uncharacterized LOC101929791
101929792	LOC101929792	uncharacterized LOC101929792
101929793	LOC101929793	uncharacterized LOC101929793
101929794	LOC101929794	uncharacterized LOC101929794
101929795	LOC101929795	tyrosine-protein phosphatase non-receptor type 20-like
101929796	LOC101929796	neurogenic locus notch homolog protein 2-like
101929797	LOC101929797	uncharacterized LOC101929797
101929798	LOC101929798	myomegalin-like
101929799	LOC101929799	uncharacterized LOC101929799
101929800	LOC101929800	uncharacterized LOC101929800
101929801	LOC101929801	protein FAM91A1-like
101929802	LOC101929802	uncharacterized LOC101929802
101929803	LOC101929803	adhesive plaque matrix protein-like
101929804	LOC101929804	histone-lysine N-methyltransferase 2C-like
101929805	LOC101929805	myomegalin-like
101929806	LOC101929806	zonadhesin-like
101929807	LOC101929807	uncharacterized LOC101929807
101929808	LOC101929808	uncharacterized LOC101929808
101929809	LOC101929809	leukocyte immunoglobulin-like receptor subfamily B member 4-like
101929810	LOC101929810	putative POM121-like protein 1-like
101929811	LOC101929811	putative killer cell immunoglobulin-like receptor-like protein KIR3DX1-like
101929812	LOC101929812	putative POM121-like protein 1-like
101929813	LOC101929813	uncharacterized LOC101929813
101929814	LOC101929814	uncharacterized LOC101929814
101929815	LOC101929815	D(1B) dopamine receptor-like
101929816	LOC101929816	ankyrin repeat domain-containing protein 30A-like
101929817	LOC101929817	putative uncharacterized protein FLJ44672-like
101929818	LOC101929818	putative killer cell immunoglobulin-like receptor-like protein KIR3DX1-like
101929819	LOC101929819	putative uncharacterized protein FLJ44672-like
101929820	LOC101929820	uncharacterized LOC101929820
101929821	LOC101929821	killer cell immunoglobulin-like receptor 3DL1-like
101929822	LOC101929822	uncharacterized LOC101929822
101929823	LOC101929823	uncharacterized LOC101929823
101929824	LOC101929824	uncharacterized LOC101929824
101929825	LOC101929825	putative killer cell immunoglobulin-like receptor-like protein KIR3DX1-like
101929826	LOC101929826	uncharacterized LOC101929826
101929827	LOC101929827	uncharacterized LOC101929827
101929828	LOC101929828	uncharacterized LOC101929828
101929829	LOC101929829	cytochrome P450 2D6-like
101929830	LOC101929830	uncharacterized LOC101929830
101929831	LOC101929831	uncharacterized LOC101929831
101929832	LOC101929832	uncharacterized LOC101929832
101929833	LOC101929833	mucin-5AC-like
101929834	LOC101929834	mucin-19-like
101929835	LOC101929835	putative protein FAM90A7P-like
101929836	LOC101929836	chondroitin sulfate proteoglycan 4-like
101929837	LOC101929837	uncharacterized LOC101929837
101929838	LOC101929838	uncharacterized LOC101929838
101929839	LOC101929839	uncharacterized LOC101929839
101929840	LOC101929840	uncharacterized LOC101929840
101929841	LOC101929841	uncharacterized LOC101929841
101929842	LOC101929842	pepsin A-3-like
101929843	LOC101929843	uncharacterized LOC101929843
101929844	LOC101929844	uncharacterized LOC101929844
101929845	LOC101929845	uncharacterized LOC101929845
101929846	LOC101929846	uncharacterized LOC101929846
101929847	LOC101929847	golgin subfamily A member 2-like protein 3-like
101929848	LOC101929848	collagen alpha-2(I) chain-like
101929849	LOC101929849	collagen alpha-1(III) chain-like
101929850	LOC101929850	uncharacterized LOC101929850
101929851	LOC101929851	RNA polymerase II transcription factor SIII subunit A3-like
101929852	LOC101929852	uncharacterized LOC101929852
101929853	LOC101929853	uncharacterized LOC101929853
101929854	LOC101929854	uncharacterized LOC101929854
101929855	LOC101929855	uncharacterized LOC101929855
101929856	LOC101929856	uncharacterized LOC101929856
101929857	LOC101929857	sulfotransferase 1A3/1A4-like
101929858	LOC101929858	RNA polymerase II transcription factor SIII subunit A3-like
101929859	LOC101929859	uncharacterized LOC101929859
101929860	LOC101929860	uncharacterized LOC101929860
101929861	LOC101929861	uncharacterized LOC101929861
101929862	LOC101929862	RNA polymerase II transcription factor SIII subunit A3-like
101929863	LOC101929863	uncharacterized LOC101929863
101929864	LOC101929864	uncharacterized LOC101929864
101929865	LOC101929865	uncharacterized LOC101929865
101929866	LOC101929866	uncharacterized LOC101929866
101929867	LOC101929867	uncharacterized LOC101929867
101929868	LOC101929868	RNA polymerase II transcription factor SIII subunit A3-like
101929869	LOC101929869	contactin-associated protein-like 3B-like
101929870	LOC101929870	RNA polymerase II transcription factor SIII subunit A3-like
101929871	LOC101929871	uncharacterized LOC101929871
101929872	LOC101929872	uncharacterized LOC101929872
101929873	LOC101929873	uncharacterized LOC101929873
101929874	LOC101929874	uncharacterized LOC101929874
101929875	LOC101929875	uncharacterized LOC101929875
101929876	LOC101929876	40S ribosomal protein S26-like
101929877	LOC101929877	transmembrane protein C16orf54-like
101929878	LOC101929878	splicing factor 45-like
101929879	LOC101929879	mucin-2-like
101929880	LOC101929880	nicotinate-nucleotide pyrophosphorylase [carboxylating]-like
101929881	LOC101929881	uncharacterized LOC101929881
101929882	LOC101929882	uncharacterized LOC101929882
101929883	LOC101929883	uncharacterized LOC101929883
101929884	LOC101929884	uncharacterized LOC101929884
101929885	LOC101929885	40S ribosomal protein S3a-like
101929886	LOC101929886	uncharacterized LOC101929886
101929887	LOC101929887	U3 small nucleolar ribonucleoprotein protein MPP10-like
101929888	LOC101929888	uncharacterized LOC101929888
101929889	LOC101929889	leukosialin-like
101929890	LOC101929890	uncharacterized LOC101929890
101929891	LOC101929891	uncharacterized LOC101929891
101929892	LOC101929892	uncharacterized LOC101929892
101929893	LOC101929893	uncharacterized LOC101929893
101929894	LOC101929894	uncharacterized LOC101929894
101929895	LOC101929895	eukaryotic translation initiation factor 3 subunit A-like
101929896	LOC101929896	glutathione S-transferase theta-1-like
101929897	LOC101929897	uncharacterized LOC101929897
101929898	LOC101929898	uncharacterized LOC101929898
101929899	LOC101929899	uncharacterized LOC101929899
101929900	LOC101929900	uncharacterized LOC101929900
101929901	LOC101929901	uncharacterized LOC101929901
101929902	LOC101929902	uncharacterized LOC101929902
101929903	LOC101929903	olfactory receptor 7E24-like
101929904	LOC101929904	uncharacterized LOC101929904
101929905	LOC101929905	uncharacterized LOC101929905
101929906	LOC101929906	uncharacterized LOC101929906
101929907	LOC101929907	calponin-2-like
101929908	LOC101929908	uncharacterized LOC101929908
101929909	LOC101929909	uncharacterized LOC101929909
101929910	LOC101929910	putative NPIP-like protein LOC613037-like
101929911	LOC101929911	uncharacterized LOC101929911
101929912	LOC101929912	glucoside xylosyltransferase 1-like
101929913	LOC101929913	uncharacterized LOC101929913
101929914	LOC101929914	uncharacterized LOC101929914
101929915	LOC101929915	protein FRG2-like-1-like
101929916	LOC101929916	chondroitin sulfate proteoglycan 4-like
101929917	LOC101929917	uncharacterized LOC101929917
101929918	LOC101929918	uncharacterized LOC101929918
101929919	LOC101929919	uncharacterized LOC101929919
101929920	LOC101929920	uncharacterized LOC101929920
101929921	LOC101929921	uncharacterized LOC101929921
101929922	LOC101929922	uncharacterized LOC101929922
101929923	LOC101929923	ribosome-binding protein 1-like
101929924	LOC101929924	skin secretory protein xP2-like
101929925	LOC101929925	uncharacterized LOC101929925
101929926	LOC101929926	uncharacterized LOC101929926
101929927	LOC101929927	putative protein FAM90A16P/FAM90A17P-like
101929928	LOC101929928	protein SPHAR-like
101929929	LOC101929929	uncharacterized LOC101929929
101929930	LOC101929930	uncharacterized LOC101929930
101929931	LOC101929931	uncharacterized LOC101929931
101929932	LOC101929932	AP-3 complex subunit sigma-1-like
101929933	LOC101929933	uncharacterized LOC101929933
101929934	LOC101929934	uncharacterized LOC101929934
101929935	LOC101929935	uncharacterized LOC101929935
101929936	LOC101929936	uncharacterized LOC101929936
101929937	LOC101929937	segment polarity protein dishevelled homolog DVL-2-like
101929938	LOC101929938	atherin-like
101929939	LOC101929939	uncharacterized LOC101929939
101929940	LOC101929940	collagen alpha-2(VI) chain-like
101929941	LOC101929941	zinc finger homeobox protein 4-like
101929942	LOC101929942	uncharacterized LOC101929942
101929943	LOC101929943	tropomyosin alpha-3 chain-like
101929944	LOC101929944	uncharacterized LOC101929944
101929945	LOC101929945	uncharacterized LOC101929945
101929946	LOC101929946	uncharacterized LOC101929946
101929947	LOC101929947	uncharacterized LOC101929947
101929948	LOC101929948	uncharacterized LOC101929948
101929949	LOC101929949	uncharacterized LOC101929949
101929950	LOC101929950	puromycin-sensitive aminopeptidase-like protein-like
101929951	LOC101929951	uncharacterized LOC101929951
101929952	LOC101929952	uncharacterized LOC101929952
101929953	LOC101929953	uncharacterized LOC101929953
101929954	LOC101929954	uncharacterized LOC101929954
101929955	LOC101929955	uncharacterized LOC101929955
101929956	LOC101929956	putative aquaporin-7-like protein 3-like
101929957	LOC101929957	uncharacterized LOC101929957
101929958	LOC101929958	uncharacterized LOC101929958
101929959	LOC101929959	ribosome biogenesis protein BMS1 homolog
101929960	LOC101929960	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like
101929961	LOC101929961	uncharacterized LOC101929961
101929962	LOC101929962	uncharacterized LOC101929962
101929963	LOC101929963	uncharacterized LOC101929963
101929964	LOC101929964	uncharacterized LOC101929964
101929965	LOC101929965	uncharacterized LOC101929965
101929966	LOC101929966	uncharacterized LOC101929966
101929967	LOC101929967	uncharacterized LOC101929967
101929968	LOC101929968	uncharacterized LOC101929968
101929969	LOC101929969	uncharacterized LOC101929969
101929970	LOC101929970	CHRNA7-FAM7A fusion protein-like
101929971	LOC101929971	uncharacterized LOC101929971
101929972	LOC101929972	putative neurofibromin 1-like protein 4/6-like
101929973	LOC101929973	uncharacterized LOC101929973
101929974	LOC101929974	uncharacterized LOC101929974
101929975	LOC101929975	uncharacterized LOC101929975
101929976	LOC101929976	uncharacterized LOC101929976
101929977	LOC101929977	uncharacterized LOC101929977
101929978	LOC101929978	40S ribosomal protein S16-like
101929979	LOC101929979	uncharacterized LOC101929979
101929980	LOC101929980	podocalyxin-like
101929981	LOC101929981	putative uncharacterized protein FLJ46235-like
101929982	LOC101929982	uncharacterized LOC101929982
101929983	LOC101929983	PRAME family member 9/15-like
101929984	LOC101929984	uncharacterized LOC101929984
101929985	LOC101929985	uncharacterized LOC101929985
101929986	LOC101929986	uncharacterized LOC101929986
101929987	LOC101929987	putative uncharacterized protein FLJ46235-like
101929988	LOC101929988	uncharacterized LOC101929988
101929989	LOC101929989	lipopolysaccharide-induced tumor necrosis factor-alpha factor-like
101929990	LOC101929990	collagen alpha-5(IV) chain-like
101929991	LOC101929991	zinc finger protein 254-like
101929992	LOC101929992	uncharacterized LOC101929992
101929993	LOC101929993	uncharacterized LOC101929993
101929994	LOC101929994	putative uncharacterized protein FLJ44672-like
101929995	LOC101929995	uncharacterized LOC101929995
101929996	LOC101929996	uncharacterized LOC101929996
101929997	LOC101929997	uncharacterized LOC101929997
101929998	LOC101929998	uncharacterized LOC101929998
101929999	LOC101929999	uncharacterized LOC101929999
101930000	LOC101930000	uncharacterized LOC101930000
101930001	LOC101930001	maestro heat-like repeat-containing protein family member 1-like
101930002	LOC101930002	putative uncharacterized protein encoded by LINC00174-like
101930003	LOC101930003	protein FAM115A-like
101930004	LOC101930004	uncharacterized LOC101930004
101930005	LOC101930005	recombining binding protein suppressor of hairless-like
101930006	LOC101930006	putative protein FRMPD2-like
101930007	LOC101930007	uncharacterized LOC101930007
101930008	LOC101930008	NPIP-like protein 1-like
101930009	LOC101930009	putative uncharacterized protein FLJ46348-like
101930010	LOC101930010	uncharacterized LOC101930010
101930011	LOC101930011	uncharacterized LOC101930011
101930012	LOC101930012	uncharacterized LOC101930012
101930013	LOC101930013	polycystin-1-like
101930014	LOC101930014	uncharacterized LOC101930014
101930015	LOC101930015	uncharacterized LOC101930015
101930016	LOC101930016	putative protein TPRXL-like
101930017	LOC101930017	transcription initiation factor TFIID subunit 4-like
101930018	LOC101930018	uncharacterized LOC101930018
101930019	LOC101930019	uncharacterized LOC101930019
101930020	LOC101930020	uncharacterized LOC101930020
101930021	LOC101930021	putative uncharacterized protein FLJ46235-like
101930022	LOC101930022	uncharacterized LOC101930022
101930023	LOC101930023	uncharacterized LOC101930023
101930024	LOC101930024	trichohyalin-like
101930025	LOC101930025	nodal modulator 1-like
101930026	LOC101930026	uncharacterized LOC101930026
101930027	LOC101930027	FERM and PDZ domain-containing protein 2-like
101930028	LOC101930028	uncharacterized LOC101930028
101930029	LOC101930029	uncharacterized LOC101930029
101930030	LOC101930030	uncharacterized LOC101930030
101930031	LOC101930031	uncharacterized LOC101930031
101930032	LOC101930032	uncharacterized LOC101930032
101930033	LOC101930033	uncharacterized LOC101930033
101930034	LOC101930034	uncharacterized LOC101930034
101930035	LOC101930035	uncharacterized LOC101930035
101930036	LOC101930036	keratin-associated protein 10-1-like
101930037	LOC101930037	uncharacterized LOC101930037
101930038	LOC101930038	uncharacterized LOC101930038
101930039	LOC101930039	uncharacterized LOC101930039
101930040	LOC101930040	uncharacterized LOC101930040
101930041	LOC101930041	UDP-glucuronosyltransferase 2B10-like
101930042	LOC101930042	Krueppel-like factor 2-like
101930043	LOC101930043	40S ribosomal protein S3a-like
101930044	LOC101930044	uncharacterized LOC101930044
101930045	LOC101930045	vegetative cell wall protein gp1-like
101930046	LOC101930046	putative uncharacterized protein FLJ46204-like
101930047	LOC101930047	histone H1, gonadal-like
101930048	LOC101930048	uncharacterized LOC101930048
101930049	LOC101930049	uncharacterized LOC101930049
101930050	LOC101930050	uncharacterized LOC101930050
101930051	LOC101930051	peptidyl-prolyl cis-trans isomerase A-like
101930052	LOC101930052	hepatocyte growth factor-like protein-like
101930053	LOC101930053	uncharacterized LOC101930053
101930054	LOC101930054	putative uncharacterized protein ENSP00000344348-like
101930055	LOC101930055	uncharacterized LOC101930055
101930056	LOC101930056	uncharacterized LOC101930056
101930057	LOC101930057	ankyrin repeat domain-containing protein 20A2-like
101930058	LOC101930058	uncharacterized LOC101930058
101930059	LOC101930059	uncharacterized LOC101930059
101930060	LOC101930060	uncharacterized LOC101930060
101930061	LOC101930061	uncharacterized LOC101930061
101930062	LOC101930062	uncharacterized LOC101930062
101930063	LOC101930063	uncharacterized LOC101930063
101930064	LOC101930064	collagen alpha-1(I) chain-like
101930065	LOC101930065	splicing factor 45-like
101930066	LOC101930066	uncharacterized LOC101930066
101930067	LOC101930067	uncharacterized LOC101930067
101930068	LOC101930068	uncharacterized LOC101930068
101930069	LOC101930069	uncharacterized LOC101930069
101930070	LOC101930070	uncharacterized LOC101930070
101930071	LOC101930071	uncharacterized LOC101930071
101930072	LOC101930072	putative chemokine-related protein FP248-like
101930073	LOC101930073	putative uncharacterized protein LOC388882-like
101930074	LOC101930074	glutathione S-transferase theta-1-like
101930075	LOC101930075	polycystin-1-like
101930076	LOC101930076	retinoic acid receptor responder protein 2-like
101930077	LOC101930077	uncharacterized LOC101930077
101930078	LOC101930078	double homeobox protein 4-like protein 4-like
101930079	LOC101930079	uncharacterized LOC101930079
101930080	LOC101930080	GPS, PLAT and transmembrane domain-containing protein FLJ00285-like
101930081	LOC101930081	uncharacterized LOC101930081
101930082	LOC101930082	uncharacterized LOC101930082
101930083	LOC101930083	uncharacterized LOC101930083
101930084	LOC101930084	putative HERC2-like protein 3-like
101930085	LOC101930085	uncharacterized LOC101930085
101930086	LOC101930086	uncharacterized LOC101930086
101930087	LOC101930087	uncharacterized LOC101930087
101930088	LOC101930088	SH3 domain-containing protein C23A1.17-like
101930089	LOC101930089	uncharacterized LOC101930089
101930090	LOC101930090	contactin-associated protein-like 3B-like
101930091	LOC101930091	uncharacterized LOC101930091
101930092	LOC101930092	uncharacterized LOC101930092
101930093	LOC101930093	histone H3.3 type 2-like
101930094	LOC101930094	uncharacterized LOC101930094
101930095	LOC101930095	histone H3.3-like
101930096	LOC101930096	uncharacterized LOC101930096
101930097	LOC101930097	uncharacterized LOC101930097
101930098	LOC101930098	myb-related transcription factor, partner of profilin-like
101930099	LOC101930099	putative uncharacterized protein FLJ46235-like
101930100	LOC101930100	uncharacterized LOC101930100
101930101	LOC101930101	signal recognition particle 14 kDa protein-like
101930102	LOC101930102	uncharacterized LOC101930102
101930103	LOC101930103	zinc finger protein ENSP00000375192-like
101930104	LOC101930104	exonuclease GOR-like
101930105	LOC101930105	zinc finger protein 839-like
101930106	LOC101930106	uncharacterized LOC101930106
101930107	LOC101930107	uncharacterized LOC101930107
101930108	LOC101930108	Ig heavy chain V-II region MCE-like
101930109	LOC101930109	uncharacterized LOC101930109
101930110	LOC101930110	putative uncharacterized protein FLJ45355-like
101930111	LOC101930111	exonuclease GOR-like
101930112	LOC101930112	uncharacterized LOC101930112
101930113	LOC101930113	uncharacterized LOC101930113
101930114	LOC101930114	uncharacterized LOC101930114
101930115	LOC101930115	von Willebrand factor A domain-containing protein 3A-like
101930116	LOC101930116	paired mesoderm homeobox protein 2B-like
101930117	LOC101930117	uncharacterized LOC101930117
101930118	LOC101930118	formin-like protein 6-like
101930119	LOC101930119	uncharacterized LOC101930119
101930120	LOC101930120	uncharacterized LOC101930120
101930121	LOC101930121	uncharacterized LOC101930121
101930122	LOC101930122	general transcription factor II-I-like
101930123	LOC101930123	eukaryotic elongation factor 2 kinase-like
101930124	LOC101930124	uncharacterized LOC101930124
101930125	LOC101930125	uncharacterized LOC101930125
101930126	LOC101930126	uncharacterized LOC101930126
101930127	LOC101930127	uncharacterized LOC101930127
101930128	LOC101930128	putative uncharacterized protein FLJ46235-like
101930129	LOC101930129	uncharacterized LOC101930129
101930130	LOC101930130	uncharacterized LOC101930130
101930131	LOC101930131	uncharacterized LOC101930131
101930132	LOC101930132	pollen-specific leucine-rich repeat extensin-like protein 1-like
101930133	LOC101930133	uncharacterized LOC101930133
101930134	LOC101930134	uncharacterized LOC101930134
101930135	LOC101930135	uncharacterized LOC101930135
101930136	LOC101930136	uncharacterized LOC101930136
101930137	LOC101930137	uncharacterized LOC101930137
101930138	LOC101930138	putative uncharacterized protein KIAA0125-like
101930139	LOC101930139	arginine/serine-rich protein 45-like
101930140	LOC101930140	uncharacterized LOC101930140
101930141	LOC101930141	glycerol-3-phosphate acyltransferase 2, mitochondrial-like
101930142	LOC101930142	formin-like protein 6-like
101930143	LOC101930143	uncharacterized LOC101930143
101930144	LOC101930144	putative uncharacterized protein FLJ44672-like
101930145	LOC101930145	putative uncharacterized protein encoded by LINC00269-like
101930146	LOC101930146	protein transport protein sec31-like
101930147	LOC101930147	uncharacterized LOC101930147
101930148	LOC101930148	putative uncharacterized protein FLJ44672-like
101930149	LOC101930149	uncharacterized LOC101930149
101930150	LOC101930150	neurofibromin-like
101930151	LOC101930151	uncharacterized LOC101930151
101930152	LOC101930152	vegetative cell wall protein gp1-like
101930153	LOC101930153	RNA polymerase II transcription factor SIII subunit A3-like
101930154	LOC101930154	WAS protein family homolog 6-like
101930155	LOC101930155	calponin-2-like
101930156	LOC101930156	uncharacterized LOC101930156
101930157	LOC101930157	E3 ubiquitin-protein ligase HERC2-like
101930158	LOC101930158	pre-mRNA-splicing factor SPF27-like
101930159	LOC101930159	uncharacterized LOC101930159
101930160	LOC101930160	uncharacterized LOC101930160
101930161	LOC101930161	RNA polymerase II transcription factor SIII subunit A3-like
101930162	LOC101930162	uncharacterized LOC101930162
101930163	LOC101930163	adenosylhomocysteinase-like
101930164	LOC101930164	uncharacterized LOC101930164
101930165	LOC101930165	RNA polymerase II transcription factor SIII subunit A3-like
101930166	LOC101930166	uncharacterized LOC101930166
101930167	LOC101930167	uncharacterized LOC101930167
101930168	LOC101930168	putative aquaporin-7-like protein 3-like
101930169	LOC101930169	PRAME family member 23-like
101930170	LOC101930170	adhesive plaque matrix protein-like
101930171	LOC101930171	RNA polymerase II transcription factor SIII subunit A3-like
101930172	LOC101930172	poly(ADP-ribose) glycohydrolase-like
101930173	LOC101930173	myomegalin-like
101930174	LOC101930174	uncharacterized LOC101930174
101930175	LOC101930175	spidroin-1-like
101930176	LOC101930176	putative paraneoplastic antigen-like protein 6B-like protein LOC649238-like
101930177	LOC101930177	uncharacterized LOC101930177
101930178	LOC101930178	uncharacterized LOC101930178
101930179	LOC101930179	protein transport protein sec31-like
101930180	LOC101930180	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like
101930181	LOC101930181	uncharacterized LOC101930181
101930182	LOC101930182	uncharacterized LOC101930182
101930183	LOC101930183	uncharacterized LOC101930183
101930184	LOC101930184	putative uncharacterized protein encoded by LINC00596-like
101930185	LOC101930185	uncharacterized LOC101930185
101930186	LOC101930186	uncharacterized LOC101930186
101930187	LOC101930187	uncharacterized LOC101930187
101930188	LOC101930188	uncharacterized LOC101930188
101930189	LOC101930189	putative uncharacterized protein FLJ44672-like
101930190	LOC101930190	putative uncharacterized protein FLJ46348-like
101930191	LOC101930191	centrosomal protein of 83 kDa-like
101930192	LOC101930192	uncharacterized LOC101930192
101930193	LOC101930193	uncharacterized LOC101930193
101930194	LOC101930194	uncharacterized LOC101930194
101930195	LOC101930195	autism susceptibility gene 2 protein-like
101930196	LOC101930196	uncharacterized LOC101930196
101930197	LOC101930197	proline-rich receptor-like protein kinase PERK9-like
101930198	LOC101930198	uncharacterized LOC101930198
101930199	LOC101930199	uncharacterized LOC101930199
101930200	LOC101930200	putative uncharacterized protein FLJ45355-like
101930201	LOC101930201	heterogeneous nuclear ribonucleoprotein A1-like
101930202	LOC101930202	putative uncharacterized protein FLJ45355-like
101930203	LOC101930203	uncharacterized LOC101930203
101930204	LOC101930204	uncharacterized LOC101930204
101930205	LOC101930205	putative uncharacterized protein FLJ46838-like
101930206	LOC101930206	putative uncharacterized protein FLJ46204-like
101930207	LOC101930207	uncharacterized LOC101930207
101930208	LOC101930208	putative uncharacterized protein FLJ46235-like
101930209	LOC101930209	putative uncharacterized protein FLJ44672-like
101930210	LOC101930210	protein capicua homolog
101930211	LOC101930211	putative uncharacterized protein FLJ44672-like
101930212	LOC101930212	cell death regulator Aven-like
101930213	LOC101930213	uncharacterized LOC101930213
101930214	LOC101930214	serine/arginine repetitive matrix protein 3-like
101930215	LOC101930215	uncharacterized LOC101930215
101930216	LOC101930216	uncharacterized LOC101930216
101930217	LOC101930217	zinc finger protein 845-like
101930218	LOC101930218	uncharacterized LOC101930218
101930219	LOC101930219	uncharacterized LOC101930219
101930220	LOC101930220	putative uncharacterized protein FLJ44672-like
101930221	LOC101930221	uncharacterized LOC101930221
101930222	LOC101930222	protein enabled homolog
101930223	LOC101930223	uncharacterized LOC101930223
101930224	LOC101930224	putative uncharacterized protein C18orf15-like
101930225	LOC101930225	putative uncharacterized protein FLJ44672-like
101930226	LOC101930226	uncharacterized LOC101930226
101930227	LOC101930227	putative POM121-like protein 1-like
101930228	LOC101930228	uncharacterized LOC101930228
101930229	LOC101930229	uncharacterized LOC101930229
101930230	LOC101930230	uncharacterized LOC101930230
101930231	LOC101930231	double homeobox protein 4-like protein 4-like
101930232	LOC101930232	uncharacterized LOC101930232
101930233	LOC101930233	uncharacterized LOC101930233
101930234	LOC101930234	uncharacterized LOC101930234
101930235	LOC101930235	tripartite motif-containing protein 49D1-like
101930236	LOC101930236	vegetative cell wall protein gp1-like
101930237	LOC101930237	uncharacterized LOC101930237
101930238	LOC101930238	putative double homeobox protein 3-like
101930239	LOC101930239	uncharacterized LOC101930239
101930240	LOC101930240	uncharacterized LOC101930240
101930241	LOC101930241	rho guanine nucleotide exchange factor 4-like
101930242	LOC101930242	uncharacterized LOC101930242
101930243	LOC101930243	uncharacterized LOC101930243
101930244	LOC101930244	uncharacterized LOC101930244
101930245	LOC101930245	tripartite motif-containing protein 49D1-like
101930246	LOC101930246	uncharacterized LOC101930246
101930247	LOC101930247	stress response protein NST1-like
101930248	LOC101930248	uncharacterized LOC101930248
101930249	LOC101930249	uncharacterized LOC101930249
101930250	LOC101930250	uncharacterized LOC101930250
101930251	LOC101930251	collagen alpha-2(I) chain-like
101930252	LOC101930252	mediator of RNA polymerase II transcription subunit 15-like
101930253	LOC101930253	uncharacterized LOC101930253
101930254	LOC101930254	heterogeneous nuclear ribonucleoprotein A1-like
101930255	LOC101930255	uncharacterized LOC101930255
101930256	LOC101930256	putative uncharacterized protein FLJ45355-like
101930257	LOC101930257	uncharacterized LOC101930257
101930258	LOC101930258	uncharacterized LOC101930258
101930259	LOC101930259	uncharacterized LOC101930259
101930260	LOC101930260	uncharacterized LOC101930260
101930261	LOC101930261	double homeobox protein 4-like protein 4-like
101930262	LOC101930262	uncharacterized LOC101930262
101930263	LOC101930263	uncharacterized LOC101930263
101930264	LOC101930264	uncharacterized LOC101930264
101930265	LOC101930265	uncharacterized LOC101930265
101930266	LOC101930266	uncharacterized LOC101930266
101930267	LOC101930267	uncharacterized LOC101930267
101930268	LOC101930268	uncharacterized LOC101930268
101930269	LOC101930269	uncharacterized LOC101930269
101930270	LOC101930270	uncharacterized LOC101930270
101930271	LOC101930271	tyrosine-protein phosphatase non-receptor type 20-like
101930272	LOC101930272	uncharacterized LOC101930272
101930273	LOC101930273	double homeobox protein 4C-like
101930274	LOC101930274	uncharacterized LOC101930274
101930275	LOC101930275	uncharacterized LOC101930275
101930276	LOC101930276	uncharacterized LOC101930276
101930277	LOC101930277	putative speedy protein-like protein LOC442572-like
101930278	LOC101930278	uncharacterized LOC101930278
101930279	LOC101930279	serine/arginine repetitive matrix protein 3-like
101930280	LOC101930280	uncharacterized LOC101930280
101930281	LOC101930281	double homeobox protein 4-like protein 4-like
101930282	LOC101930282	uncharacterized LOC101930282
101930283	LOC101930283	uncharacterized LOC101930283
101930284	LOC101930284	uncharacterized LOC101930284
101930285	LOC101930285	uncharacterized LOC101930285
101930286	LOC101930286	uncharacterized LOC101930286
101930287	LOC101930287	double homeobox protein 4-like protein 4-like
101930288	LOC101930288	uncharacterized LOC101930288
101930289	LOC101930289	uncharacterized LOC101930289
101930290	LOC101930290	uncharacterized LOC101930290
101930291	LOC101930291	double homeobox protein 4-like protein 4-like
101930292	LOC101930292	uncharacterized LOC101930292
101930293	LOC101930293	short transient receptor potential channel 6-like
101930294	LOC101930294	uncharacterized LOC101930294
101930295	LOC101930295	retrotransposon-derived protein PEG10-like
101930296	LOC101930296	uncharacterized LOC101930296
101930297	LOC101930297	uncharacterized LOC101930297
101930298	LOC101930298	peptidyl-prolyl cis-trans isomerase A-like
101930299	LOC101930299	uncharacterized LOC101930299
101930300	LOC101930300	mucin-19-like
101930301	LOC101930301	uncharacterized LOC101930301
101930302	LOC101930302	putative uncharacterized protein YIL100C-A-like
101930303	LOC101930303	uncharacterized LOC101930303
101930304	LOC101930304	transient receptor potential cation channel subfamily V member 4-like
101930305	LOC101930305	uncharacterized LOC101930305
101930306	LOC101930306	uncharacterized LOC101930306
101930307	LOC101930307	uncharacterized LOC101930307
101930308	LOC101930308	uncharacterized LOC101930308
101930309	LOC101930309	uncharacterized LOC101930309
101930310	LOC101930310	uncharacterized LOC101930310
101930311	LOC101930311	uncharacterized LOC101930311
101930312	LOC101930312	uncharacterized LOC101930312
101930313	LOC101930313	WAS protein family homolog 1-like
101930314	LOC101930314	uncharacterized LOC101930314
101930315	LOC101930315	uncharacterized LOC101930315
101930316	LOC101930316	uncharacterized LOC101930316
101930317	LOC101930317	uncharacterized LOC101930317
101930318	LOC101930318	NADH-ubiquinone oxidoreductase chain 5-like
101930319	LOC101930319	spidroin-2-like
101930320	LOC101930320	extensin-like
101930321	LOC101930321	uncharacterized LOC101930321
101930322	LOC101930322	multidrug resistance-associated protein 6-like
101930323	LOC101930323	uncharacterized LOC101930323
101930324	LOC101930324	uncharacterized LOC101930324
101930325	LOC101930325	myomegalin-like
101930326	LOC101930326	melanoma-associated antigen C1-like
101930327	LOC101930327	uncharacterized LOC101930327
101930328	LOC101930328	uncharacterized LOC101930328
101930329	LOC101930329	protein FAM153B-like
